book_title,author,reader_review,rating
"Martyrs, Livre 1",Olivier Peru,"Un très beau roman, plein d'intrigues et de rebondissements. Le jeu des personnages est complexe, s'articule parfaitement pour finalement converger. Le monde de Martyrs évoque le moyen-âge, avec son roi, sa cour, ses complots, ses soldats et ses pauvres hères perdus à la lisière de la ville ou dans les campagnes.",5.0
"En scène, tome 1",Capucine Sergent,"Ce roman a été une petite parenthèse agréable, je suis contente d'avoir pu découvrir cette autrice !",4.0
L'étrange vie de Nobody Owens,Neil Gaiman,"J ai lu ce livre pour la première fois quand j'avais 15 ou 16 ans, j'en ai maintenant 25 et je l'ai relu. Je ne sais pas si c'est la nostalgie mais je l'aime toujours autant. C'est pour moi un roman jeunesse, il ne faut pas le lire avec un regard d'adulte car si vous avez l'habitude de lire des univers très bien construit vous serez déçu. Je me suis énormément attachée au personnage principal. de la première page on est happé car ça commence directement par le meurtre de la famille de cet enfant, je ne spoil pas c'est écrit sur la 4e de couverture.L histoire en elle même est plutôt sympathique, on suis un jeune homme dont la famille a été assassiné et qui s'est réfugié dans un cimetière il est donc élevé par les morts. Sauf que le tueur n en a pas fini avec lui et qu'il veut le retrouver pour finir sa tâche, y arrivera t-il ? bien sûr ce jeune héros pourra compter sur l'aide de ses amis, les mort du cimetière pour l aider.",5.0
Sobriété numérique - Les clés pour agir,Frédéric Bordage,"L'introduction s'annonçait prometteuse, mais j'ai vite déchanté...",1.5
Dark Domination,Missy Heart,"Une nouvelle plume aux éditions addictives et que dire que c’est un carton plein, une histoire comme je les aime, un univers sombre et des protagonistes qu’on découvre au fil des pages.",5.0
Sherlock Holmes et le démon de Noël,James Lovegrove,"tout d'abord, le livre en lui-même est très beau, avec cet effet doré sur les pages la couverture également à cet effet. Concernant l'histoire en elle-même, c'est un très bon Sherlock Holmes. Même si ce n'est pas l'auteur originel de Sherlock Holmes, il a très bien sûr recréer l'atmosphère de Sherlock Holmes. Quant à l'enquête en elle-même c'est une enquête classique de Sherlock avec tous les petits détails qu'il arrive à remarqué. J'ai passé un agréable moment de lecture, qui a permis de me détendre entre deux gros pavés. Si vous êtes fan des enquêtes de Sherlock et du docteur Watson je vous le conseille grandement.",4.0
La petite amie,Michelle Frances,"personnellement, ce livre a été une horreur à lire. J ai trouvé les personnages détestable, l'intrigue est digne d'un téléfilm d'après-midi sur m6. Je l'ai même abandonné. C est le seul livre que je n'ai jamais réussi à lire jusqu'au bout.J ai trouver ça long mais long. je ne trouve vraiment rien de positif même en essayant à ce livre ce qui est navrant car je suis plutôt du genre à toujours trouver quelque chose de positif sur un livre. Mais là ça m'est totalement Impossible. Au pire je pourrais le conseiller a quelqu'un qui n'a jamais vu de sa vie un livre avec un peu de suspense et qui voudrait commencer.",1.0
Sator : L'énigme du carré magique, Alain Le Ninèze,"un livre qui montre les secrets que peut receler les archives du Vatican. cet écrit, s'il est vrai lève un voile dir le carré magique et valides les Évangiles. pour ma part je trouve que certains points valent trop aux écrits pour ne pas avoir été influencé.",5.0
Le Petit Prince, Antoine de Saint-Exupery,"ce livre je ne m'en lasserai jamais. je pourrais le lire 1000 fois comme si j'ai le lisait pour la première fois. une fois adulte on se rend compte, qu'il y a beaucoup de thèmes caché. c'est un voyage poétique, on passe de la joie à la tristesse à la nostalgie. je pense que tout le monde peut aimer ce livre.",5.0
La Meute,Florian Orazy,Un appel sauvage vers des temps futurs incertains !,5.0
"31 jours, tome 1",Raquel Hab,"J'aime les romances qui se déroulent au travail alors quand j'ai lu le résumé de 31 jours, j'ai eu envie de découvrir cet univers qui semblait chaud et enivrant !",3.0
Un Noël sous tension,Florence Charbaut,Le commentaire de Nathalie :,4.0
"Télétravail, nouveau mode d'emploi",Jacky Goupil,Bonsoir,4.5
Le monde selon Guirec et Monique,Guirec Soudée,"Ce livre nous raconte le périple en voilier autour du monde d’un jeune breton, Guirec Soudée, accompagné de sa poule.",4.0
Alice,Heidi Perks,"La tension psychologique est présente et l'intrigue est prenante. On bascule dans un passé présent et du point de vue des deux personnages, d'un côté Hariet qui a perdu son enfant et qui subit la maltraitance psychologique de son mari et Charlotte sa meilleure amie qui culpabilise de la disparition d'Alice et qui subit les mauvais jugement des journalistes et de ses amies.",4.0
Le bois sans songe,Laetitia Arnould,"« Le bois-sans-songe » est ma dernière lecture d’automne. Ce mois-ci, j’ai fait en sorte que la magie de Noël arrive petit à petit, sur ce compte. J’estime qu’il n’y a pas de meilleure façon de profiter de la plus belle période de l’année, qu’en lisant un conte ou une réécriture de conte.",4.0
Adieu poulet !,R. Vallet,"Ça me réjouissait de lire un classique de la Série Noire, d'autant plus que l'adaptation cinéma avec Lino Ventura (acteur que j'adore !) était un gage de qualité.",3.0
"2105, tome 2 : Les messagers de l'oubli",Anouk Filippini,"Les mensonges de l’oubli est la suite directe de Mémoire interdite que j’avais chroniqué en avril 2021. Plus petit, mais aussi plus dense, ce second volume vient compléter l’univers imaginé par Anouk Filippini mais surtout la suite des aventures de Sophia avec des interrogations peut-être plus profondes mais toujours en droite ligne de ce qu’elle avait développé auparavant. Quelques spoils sont à prévoir mais rien de bien méchant, promis.",4.0
Et si lundi n'arrivait jamais ? ,Caroline Amoretti,"Dans les années 60, Angela, jeune italienne, est arrivée à Paris il y a deux ans. Elle savoure sa liberté retrouvée après une enfance douloureuse et l’échec d’un mariage arrangé. Déambulant dans les rues de la capitale de son petit appartement dans le 17ème, au quartier Saint-Michel où elle rejoint ses amis pour partager de bons moments et surtout danser, Angela se sent désormais chez elle. Elle est fière de son indépendance lui permettant de vivre sa vie comme elle l’entend et d’exercer un métier qui lui plaît avec la promotion qu’elle a obtenu. Elle est désormais assistante de direction à la Chambre de Commerce italienne.",5.0
"Outlander, tome 1 : Le Chardon et le Tartan",Diana Gabaldon,"En temps que fan de la série et amoureuse des livres, il était inimaginable pour moi de ne pas finir par acheter et lire ces romans. J'ai donc laisser derrière moi les quelques hésitations que j'ai eu, dû au fait que d'ordinaire cela me gêne de lire un roman après avoir vu le film ou la série et me suis plongée à corps perdu dans cette lecture.",4.5
"La Curée, de Zola",V. Lavielle,"Le second Empire est proclamé, le règne du monde des affaires, de la spéculation, des plans immobiliers plus ou moins véreux grâce aux démolitions pour transformer Paris, la toute puissance de ces nouveaux riches plus ou moins honnêtes, la ruse, les magouilles, le luxe à outrance,",4.0
Parle tout bas,Elsa Fottorino,"Avec Parle tout bas, la narratrice a choisi l’angle de la pudeur pour dire la violence des conséquences d’un viol subi alors qu’elle avait dix-neuf ans. Ce genre de viol aux circonstances rares, c’est-à-dire commis par un inconnu. Contrairement à ce que les médias veulent bien nous montrer dans les lignes “faits divers”, c’est plus fréquemment dans l’entourage proche de la victime que se déroulent ces exactions souvent impunies car peu dénoncées. Ici la narratrice décide de ne pas rester figée au stade de victime, elle avance avec force pour devenir plaignante. Elle nous raconte avec sensibilité et profondeur les différentes étapes qui mèneront au procès auquel elle préfèrera ne pas assister. Elle narre l’indicible avec réserve. Il est des mots qui n’ont nul besoin d’être exprimés pour être entendus. Seuls comptent pour le lecteur la complexité des sentiments, des interprétations, la béance laissée par l’incompréhension parfois, la douleur et le mal-être qui s’accrochent à celle qui a subi. Pour tenter de s’en défaire, pour ne pas conserver cette identité victimaire mais devenir une femme à part entière, elle passe par l’écriture car parler tout bas ne lui suffit pas. Par les mots déposés elle réussit à retrouver une forme d’apaisement. Ces mots salvateurs pour elle, le sont certainement aussi pour d’autres.",4.0
La Dame de pique,Alexandre Pouchkine,"Novella che si legge piacevolmente e velocemente eppur ricca di caratteristiche della letteratura russa dell’Ottocento: mistero, neve, romanticismo, fantasmi, tradimenti, gioco d’azzardo e povertà! Il tutto ben costruito e scorrevolissimo. Piacevole.",3.5
Zone Tampon,Isabelle Bauthian,"Je ne sais pas vous, mais moi j’en ai lu des romans post-apo où des sociétés idéalisées ont choisi l’ignorance pour préserver leur population engendrant bien sûr quelques soucis lorsqu’un groupe d’individus tombe sur des informations qu’il n’aurait pas dû avoir en sa possession. Classique vous avez dit ? Et bien pas tant que ça. Pas quand c’est Isabelle Bauthian qui écrit. Pas quand c’est ActuSF qui édite.",4.0
"Le clan, tome 1 : La conjuration des Nixes",N.A. Illigan,"Vous en voyez rarement par ici mais j’aimerais vous présenter le premier volume d’une saga auto-éditée ! L’auteur m’avait contacté et comme, pour une fois, le roman en question rentrait parfaitement dans ma ligne éditoriale, je n’ai pas hésité longtemps (sans parler de la très jolie couverture) 🙂",3.5
Journal d'une survivante,Eva Schloss,Un témoignage bouleversant sur l'enfer vécu par une adolescente dans le camp d'extermination d'Auschwitz...elle en rechappera ainsi que sa mère mais non son père et son frère...,4.0
En attendant le jour,Michael Connelly,En attendant Harry Bosch...,4.5
L'anniversaire,Robyn Harding,Big little lies,3.5
Rendez-vous aux jardins Mikhaïlovski,François RAGUIN,"Le début du roman se passe en janvier 2020, Elena a un rendez vous? Mais pourquoi est elle suivie?",5.0
Le second disciple,Kenan Görgün,Descente aux enfers,5.0
Anienda,Alexandra Streel,"Je dois dire qu'au départ, j'ai été un peu perdue. En effet, un petit résumé des précédents opus n'aurait pas été de trop. De plus, au vu des derniers événements, je ne comprenais pas vraiment où se plaçait le prologue. Pourtant, je vous invite à le garder à l'esprit durant cette lecture car on finit par y trouver un sens plus qu'inattendu !",3.5
"Tainted hearts, tome 3",Jenn Guerrieri,"Que dire d'autre à part que j'ai adoré ce livre ? Cette trilogie est tout simplement un coup de cœur pour moi, et c'est la saga qui sera mon refuge en cas de panne de lecture ou en cas de coup de mou.",5.0
1918 : La dernière année de guerre,Aleksandar Gatalica,"Bonne traduction de l'œuvre théâtrale serbe ! L'histoire est intéressante et captivante du début à la fin, un classique à lire d'abord pour le plaisir, car l'atmosphère nous prend et nous emmène dans cette guerre avec les protagonistes interloqués sur leur sort qu'ils ne maîtrisent pas...",5.0
Unique en mon Genre,Alex Iantaffi,"Alex et Meg-John sont également les auteur·ices de Vous n'êtes pas binaire (personne ne l'est !) ; les deux auteur·ices queer n'en sont pas à leur première collaboration (ni à leur dernière ; le site de Alex Iantaffi affiche un riche catalogue d'oeuvres rédigées à quatre mains, sur les identités de genre, sur la sexualité. Et il y a également des zines en libre-accès pour cell·eux qui sont friand·es de ce type de média).",5.0
Avoir raison avec Schopenhauer,Guillaume Prigent,"C’est en regardant le film Le brio d’Yvan Attal que j’ai entendu parler des stratagèmes de Schopenhauer. Je dois avouer mon manque de culture en la matière. Dans ce film, pour faire vite, une étudiante en droit est coaché par son professeur pour concourir au concours d’éloquence de sa fac. Ils s’exercent alors aux différentes techniques pour que la jeune femme apprenne à s’imposer et à avoir raison.",5.0
Éclipse,Lucie Heiligenstein,"Dans le cadre du partenariat avec les éditions YBY, j'ai pu découvrir Eclipse, l'histoire d'une jeune fille clairement neuroatypique. Si j'aime travailler avec cette maison d'édition, c'est parce que leur travail est clairement inclusif, sans être cloisonnant. Les héros·ïnes présentent toujours des facettes intéressantes et le point de vue des auteur·ices est toujours poétique.",4.0
Lever de soleil,Noémie Wiorek,"Une corporation aux plans troubles et aux moyens illimités d'un côté, une organisation secrète qui cherche à rétablir la vérité de l'autre : dans Lever de Soleil, le postulat de base est binaire.",4.0
Le dernier jour d'un condamné,Victor Hugo,Un récit poignant relatant les dernieres heures d’un condamné,4.5
La dernière ombre,Cléo Blackwood,Une histoire d'urban fantasy comme je les aime !,4.0
Capricorne - Intégrale 2, Andreas,"Extrait de ma chronique (croisée avec ""Rork"") :",5.0
Capricorne - Intégrale 1 , Andreas,"Extrait de ma chronique (croisée avec ""Rork"") :",5.0
Rork - Intégrale 2, Andreas,"Extrait de ma chronique (croisée avec ""Capricorne"") :",5.0
Rork - Intégrale 1, Andreas,"Extrait de ma chronique (croisée avec ""Capricorne"") :",5.0
Mohican,Éric Fottorino,"Magnifique récit poétique qui retrace la vie des paysans devenus agriculteurs aux lendemains de la seconde guerre mondiale. A travers l'histoire de trois générations de la famille Danthôme exploitants agricoles dans le Jura, Eric Fotorino nous fait traverser les décennies qui ont vu les paysans français devenir de vrais entrepreneurs agricoles sous la pression de la politique agricole commune qui, à coup de normes administratives et de subventions en tout genre, les a transformés en pollueurs malgré eux les poussant à déverser à haute dose des produits chimiques sur leurs cultures et à en administrer autant à leurs animaux. Au fil des ans, les paysans en sont morts! morts de suicide pour certains! morts de chagrin quand l'endettement les mène à la faillite; morts de maladie car trop souvent en contact avec les poisons qu'on les poussait à utiliser. Ce récit est touchant et met le doigt sur toute la perversité d'un système qui, en plus de détruire les paysans, l'agriculture et les terres, a mis sur la table des consommateurs des produits imbibés de substance toxiques. En revanche, j'ai du mal à comprendre le réquisitoire anti-éoliennes sous-jacent à ce récit. Certes, cela change le paysage des campagnes. Mais est-ce pire que les lignes à haute-tension? les centrales nucléaires? Certes, cela détruit les terres! mais ne le sont-elles pas déjà avec tous les produits chimiques qui ont été déversés dessus depuis des décennies! Cette prise de position et le discours anti-écologiste en filigrane dans le récit m'a beaucoup agacée et gâché une lecture par ailleurs merveilleusement bien écrite.",3.0
Lento, Antoni Casas Ros,Extrait de ma chronique :,4.0
"Menvatts, tome 2 : Héritage maudit",Mathieu Fortin,"En plein cœur du Cinquième Continent, une guerre a éclaté il y a déjà de cela plusieurs années entre les Arcurides et les Odi-Menvatts. Deux clans ayant des idéaux opposés et des façon de faire totalement différentes. Dans cette tourmente, les gentilés et autres peuples vivent mal cette situation et sont souvent abattus de ne pas être au bon endroit.",4.5
Ecole senway,Myriam Dhupar,"Cornélia Pikes est une jeune traductrice, fiancée à un homme parfait, entourée des meilleurs amies au monde mais tout va basculer lorsque celle-ci se fera enlever dans ce fourgon.",4.5
Les étoiles brillent plus fort en hiver,Sophie Jomain,Je poursuis ma pile à lire spéciale Noël avec cette nouvelle romance.,3.5
Public imaginaire,Nora Hamzawi,Ce court livre est une adaptation d’une des chroniques écrite pour la radio de la très talentueuse humoriste Nora Hamzawi.,3.5
Tohu-bohu chez les quinquagénaires !,Anna Pia,"J'ai bien apprécié cette lecture, c'est une histoire assez légère et fraîche. Il y a beaucoup de petites touches d'humour et de situations cocasses qui m'ont plus. De plus, c'est un livre qui se lit assez facilement.",3.5
Les Indécis,Alex Daunel,"Doux, fort et coloré. Ce livre donne du sens et de la couleur à certaines problématiques que l'on peut tous rencontré un jour.",4.0
L.E.X,Pauline Sarelot-Le Floc`h,"L.E.X est un roman assez court qui se lit rapidement. Le personnage de L.E.X est séduisant car très énigmatique, et l'intrigue fait qu'on rentre très facilement dans l'histoire. Bien que beaucoup de choses soient assez prévisibles, l'univers du roman est captivant : le château de L.E.X caché aux yeux du monde, l'adorable majordome, le lien entre Alysson et L.E.X, l'évolution de leur relation, l'organisation du cambriolage. Il y a un petit côté ""hors du temps"". J'ai beaucoup aimé le passage où Alysson demande à L.E.X de lui montrer la voiture dans laquelle son père est mort. C'est le moment le plus poignant du livre, là où L.E.X devient enfin un peu humain. Ce livre est parfait pour les ados qui ont besoin de se réconcilier avec la lecture.",4.0
La mort de Lorna Belling,Peter James,J’aime beaucoup les livres de Peter James et j’étais super contente à l’idée de me plonger dans celui-ci.,3.5
Lupin the third,Punch Monkey,"Lupin Sansei, c’est d’abord un manga dont les premiers volumes ont été publiés en 1967. Son illustre créateur, Monkey Punch (1937-2019) nous a laissé une grande œuvre cultissime qui a su évoluer avec son temps et son héros inspire encore aujourd’hui de nombreux créateurs à mesure qu’il change de couleur de veste. Même Hayao Miyazaki a fait un film d’animation sur Lupin Sansei, intitulé Le Château de Cagliostro (1979).",3.5
The Tears Behind The Words,L. S. Keller,"Un roman que j’avais hâte de découvrir pour deux raisons. Pour la couverture en premier lieu. Pour ceux qui ne connaissent pas, cette maison d’édition fait un travail de qualité en termes d’éditoriaux ainsi qu’en termes de communications. Pour ce titre, c’est une illustration signée Nico Jam qui représente totalement les choses essentielles.",5.0
Sur le Pont des Arts,Nadia Maître,"Il est parfois agréable de sortir de sa zone de confort et c'est ce que j'ai fait avec ce roman. Sur le pont des arts est un roman contemporain dans lequel on suit Pénélope à deux période de sa vie. A 18 ans, jeune provinciale, elle arrive à la capitale qu'elle découvre avec plaisir et curiosité et Pénélope trentenaire, éditrice qui vient de perdre u ami très cher à son cœur et dont le deuil s'annonce bien difficile.",3.5
"Passion Gym, tome 1 : Le stage de ma vie ",Sylvie Baussier,"Nous avons eu la chance de recevoir ce livre grâce à la masse critique de Babelio. Merci à Babelio et aux éditions PlayBac pour cet envoi. J'ai lu le livre avec ma fille de 8 ans dont voici son avis : Tout d'abord, la couverture est très belle et m'a donné envie de le lire. Les personnages sont attachants et ils sont très bien dessinés . J'ai beaucoup aimé ce livre parce qu'il parlait de la gym ( je fais de la gym depuis mes 5 ans). Ce livre m intriguait depuis longtemps et j'ai été heureuse de le recevoir . Les images sont magnifiques et les chapitres ne sont pas très longs ce qui était bien pour moi. J'ai adoré l'histoire et j'ai hâte de lire le tome 2. Aurevoir.",4.0
Mourir ne suffit pas,Danielle Thiéry,"C’est une histoire urbaine contemporaine, qui surfe sur la vague … On ne s’ennuie pas mais on devine très vite la trame cousue de fil presque blanc, et on reste un peu sur sa faim question suspense. Les personnages ne sont pas attachants, superficiels, ils sonnent faux. Ce bouquin aurait pu être un bon polar, mais ce n’est pas le cas. Bref, distrayant, sans plus !",2.5
"Cherub, Tome 2 : Trafic",Robert Muchamore,2011. J'avais 11 ans.,5.0
Christmas Love,Chloé Vivet,J'ai lu du 12/12/2021 au 15/12/2021.,5.0
La moufle,Céline Bielak,Un petit conte très mignon pour les jeunes enfants.,4.0
"Phoenix ashes, tome 1 : Blade",Fleur Hana,mon coup de cœur de la série pour le moment.,5.0
Les décombres du monde,Cyril Amourette,Merci @editionslalchimiste et @netgalleyfrance pour cette lecture,2.0
"Là où tu te perdras, tome 2 : La poupée de sang et de larmes",Ena L.,"Je me suis lancée dans la lecture de ces trois tomes avec, j'avoue, pas mal de réticences parce que l'idée de départ ne me séduisait pas beaucoup. J'apprécie beaucoup cette auteure et ai donc été au delà de mes a priori. Et heureusement! Au fil de ma lecture, je me suis passionnée pour cette histoire et ai lu les trois tomes d'affilée, avide de connaitre le dénouement final. Le personnage principal est très original pour ce type de romans et on retrouve, selon moi, beaucoup de l'univers d'Enfer ou Paradis et Choisis ton roi. Bref, j'ai beaucoup aimé !!",4.0
325.000 Francs,Roger Vailland,Ce que je me souviens c'est la fin qui m'est resté en travers de la gorge.,2.0
"Là où tu te perdras, tome 1",Ena L.,"Je me suis lancée dans la lecture de ces trois tomes avec, j'avoue, pas mal de réticences parce que l'idée de départ ne me séduisait pas beaucoup. J'apprécie beaucoup cette auteure et ai donc été au delà de mes a priori. Et heureusement! Au fil de ma lecture, je me suis passionnée pour cette histoire et ai lu les trois tomes d'affilée, avide de connaitre le dénouement final. Le personnage principal est très original pour ce type de romans et on retrouve, selon moi, beaucoup de l'univers d'Enfer ou Paradis et Choisis ton roi. Bref, j'ai beaucoup aimé !!",3.5
Retour à l'envoyeur,Peter Randa,Je me souviens vaguement de l'histoire.,3.5
Des vents contraires,Olivier Adam,"Définitivement non, cet auteur n’est pas fait pour moi. Je n’aime pas son écriture, il m’est même arrivé de relire des phrases tellement je me demandais si je n’avais pas mal lu, tellement je lui trouve une écriture « bizarre » après c’est mon ressenti, je sais que beaucoup aiment.",1.0
Son dernier grand rôle,Steve Catieau,"Un jeune réalisateur cherche une actrice pour son premier long métrage, une actrice d un certain âge ou d un âge certain, et nous voilà plongé dans un tourbillon de personnages qui s imposent tour à tour, dans cette recherche perpétuelle d être en haut de l affiche.",4.5
Les Solitaires crèvent seuls, Pierre Frank Dubernat,Les solitaires crèvent seuls de Pierre-Frank DUBERNAT (2007),2.5
Derniers mètres jusqu'au cimetière,Antti Tuomainen,"J'ai tout de suite sympathisé avec le narrateur, un peu loseur mais naïf et trop malmené par le destin pour ne pas être digne de compassion. Au bord du cimetière, il continue à se battre contre vents et marées. Il est sympathique dans son désir de rester digne alors que tout va à l'encontre de ses projets.",3.0
Auris,Sebastian Fitzek,"Le bilan de cette lecture, ou plutôt de cette écoute est assez mitigé... L'idée de départ m'a séduite et l'interprétation de talent est à remarquer mais je ne me suis pas passionnée pour cette histoire... Moi qui ai l'habitude d'écouter des livres audio, j'ai été assez surprise par celui-ci qui était agrémenté de bruitages et de nombreuses voix différentes.",3.0
Le passe-muraille,Marcel Aymé,"J'ai été étonné quand je me suis rendu compte que le livre n'était une histoire sur seulement le Passe-Muraille, mais une succession de nouvelles plus ou au moins fantastique.",4.5
Le livre écorné de ma vie,Shepard Lucius,"Après avoir entendu énormément de bien sur Lucius Shepard, je me suis dit qu'il était temps de découvrir cet auteur. J'ai donc choisi un petit roman pour débuter, ici avec un peu moins de 150 pages via ""Le Livre Écorné de ma Vie"".",3.5
"Edens Zero, tome 17 : Un monde gris",Hiro Mashima,"Un tome explosif, l’histoire devient beaucoup plus sombre, avec des ennemis très redoutables qui donnent du fil à retordre aux passagers de l’Edens Zero. Shiki est très ébranlé durant ce tome, on sent de la colère et de la peur de perdre ses compagnons, ce qui promet une suite épique. Witch est dans une posture compliquée tout comme Wise et Rebecca. Dans ce tome, on voit Homura être encore plus badass et gagner en pouvoir, j’ai hâte de voir le prochain tome pour pouvoir lire les combats de Wise et Rebecca, car je trouve qu’ils sont souvent sous-estimés. Certaines planches renvoient au tout début du manga, je ne sais pas si c’était fait exprès mais ça rend un peu nostalgique quand même.",3.5
La romance presque parfaite d'une accro à Noël,Laura S. Wild,"Une couverture, un titre et un résumé beaucoup trop attirant pour résister à l’envie de lire ce livre.",4.5
The Sound Of Silence, Amheliie,"La plume d’Amelie m’a de nouveau fait vibrer. Sourire, pleurer, espérer… C’est une lecture qui ne peut laisser personne insensible, je vous met au défi !",5.0
"Myrina Holmes, tome 2 : Cadavres exquis",Anna Triss,"Un second tome qui m’a autant conquise que le premier. Néanmoins, il subsistais en moi la petite crainte qu’après la fin du premier tome, il n’y ai plus d’histoire mais bien au contraire, elle est toujours là et c’est un soulagement. Dans ce second tome, on retrouve notre duo préféré Myrina Holmes et Kelen Will qui font face à un nouvel événement : l’épidémie de Démonacide. Tout en essayant de trouver un moyen d’endiguer l’épidémie, nos deux protagonistes vont devoir gérer d’autres choses notamment dans le domaine du privé…",4.5
Sans aucun remords,Tom Clancy,"C'est seulement à la fin du récent film ""Sans aucun remords"" que j'ai compris qu'il s'agissait d'une adaptation d'un roman de Tom Clancy. Moi qui lis régulièrement les derniers tomes de la saga (à partir de ""Mort ou vif"") depuis quelques années, le nom de John Clark aurait pourtant dû me parler… Pour le coup, j'en ai profité pour lire le livre en question. Et ça n'a pas grand-chose à voir !",4.5
Never Let You Go,Laureline Maumelat,Liv est venue s'installer dans la maison familiale au bord de la mer le temps d'écrire sa bande dessinée. Elle veut prouver à son père qu'elle peut vivre de sa passion et arrêter la fac de droit qu'elle exècre.,5.0
The fire between us,Jessica Urban,"J'ai commencé ce roman sans savoir qu'il y avait eu d'autres tomes avant. Oups ! Du coup forcément, quand j'ai commencé la lecture, j'avais cette sensation d'arriver en plein milieu d'une histoire et pour cause !",3.0
Jack et la grande aventure du cochon de Noël,J. K. Rowling,"Le meilleur ami de Jack est un cochon, celui-ci l'accompagne partout, comprend ses joies, ses peines sans qu'il ait a lui parler. Jack et LC sont liés comme deux frères. Mais au milieu de cette idylle va apparaître sa demi sœur, adolescente toujours en colère. Et lors d'une dispute celle-ci va jeter LC par la fenêtre. Le cœur de Jack se brise.",3.5
Your Love is My Drug,Audrey Alba,"Quand Catalina retourne vivre auprès de son père qui sort de maison de convalescence, elle espère ne pas revoir Maël, cet homme qui lui a brisé le coeur 10 ans auparavant. Mais évidemment, elle ne pouvait pas l'éviter bien longtemps, sachant qu'il est le meilleur-ami de son frère et le colocataire de ce dernier.",4.0
Pourquoi nous ?,Astrid Veillon,"Charly est un navigateur qui aime la solitude, qui est épris de liberté et qui aime prendre la mer au gré de ses envies.",3.0
Sélia,Laëtitia Milot,"Sélia a participé à la Star Ac, elle a été très connue et a de nombreux fans mais il semblerait que sa carrière de chanteuse soit en stand-by. Pour la propulser de nouveau, elle candidate pour être Shéhérazade dans la prochaine comédie musicale Les mille et une nuits.",2.0
Love and lies,Emilia Adams,Ruby tente par tous les moyens d'échapper à l'attraction de Will. Il est l'ex de sa soeur et il ne peut rien se passer entre eux. Ils ont déjà passés une nuit de trop ensemble.,3.0
Le Lys dans la vallée,Honoré de Balzac,"un livre sublime de Balzac notre maître à tous ❤ que je suis en train de lire , au début dénonce le harcèlement scolaire avec beaucoup de vérité et de finesse. Je peux vous assurer pour ayant vécu le harcèlement scolaire que c'est très bien observé et véridique.",5.0
Sex / Life,BB Easton,"BB est psychologue, mère de 2 enfants est mariée à Ken. Elle pourrait avoir tout pour être heureuse si son mari était plus épanoui sexuellement avec elle, si il se faisait tatouer son prénom et si il lui faisait plus de compliments.",2.0
Alliance indécente,Crystal Kaswell,"Shepard et Jasmine sont sortis ensemble lorsqu'ils étaient ados. Et puis, pour des raisons que Jasmine ignore, Shepard s'est plongé dans l'alcool et elle luia demandé de choisir entre elle et ses bouteilles. Malheureusement l'ultimatum n'a pas eu l'effet escompté et les chemins des 2 jeunes protagonistes se sont séparés.",3.0
Et puis un jour...,Ludivine Delaune,"Sarah vit une vie tranquille auprès de son amour de jeunesse, Simon, et de leur petit garçon, Noam.",3.5
I Love you ne veut pas dire je t'aime,Cleo Leuchtenberg,Lilly a 17 ans et elle vient d'être sélectionnée pour faire la doublure de la voix d'une star hollywoodienne pour un film à succès. Elle vient d'un milieu aisée où elle est couvée par des parents aimants mais distants.,3.0
"Reviens, Lila",Magali Laurent,"Quel poignant témoignage que celui de Magali qui nous raconte sa douleur d'avoir perdu sa fille, Lila, qui lui a été arrachée par son ex-mari Anis.",5.0
Angry god,L.J. Shen,"Lorsqu'elle rencontre Vaughn, Lenora n'est qu'une enfant. Il lui fait forte impression.",4.5
"Le rêve d'un autre monde, tome 1 : La tour de l'espoir",Anne Plichota,"A Caracas, au Venezuela, vivent Mamaria, Till, Helga, Vuk, Pol et Mila. Ils habitent au 25ème étage de la tour de David, cet immeuble inachevé tant prisé où vivent une centaines d'habitants. Ils doivent défendre bec et ongles leur habitat contre tous ces miséreux qui vivent dans la rue et rêvent de prendre leur place. Lorsqu'une intempérie fait rage, les voilà encore plus tourmentés que d'habitude.",2.5
Menteuse menteuse,Lili Bazaar,"Alexandra part passer quelques semaines de vacances en Italie chez son grand-père. Elle va y retrouver ses cousines Donatella et Anna ainsi que celui qu'elle aimait en secret, Gregorio.",4.0
Guilty - L'affaire Diego Abrio,Jean-Christophe Tixier,Diego Abrio purge une peine de prison pour avoir conduit sous l'emprise de l'alcool et de la drogue et avoir tué sa petite-amie lors d'un accident de voiture.,3.5
My fucking boss,Orlane Peggy,"Zoey vient d'être prise à l'essai dans l'entreprise de Raphael Lockwood afin d'être son assistante personnelle. Les précédentes ne sont pas resté longtemps et vue l'humeur de Mr, Zoey n'est pas sûre de réussir à le satisfaire plus même si elle se plie en quatre pour lui.",5.0
Un peu plus d'amour que d'ordinaire,Emily Blaine,"Valentine est professeur d'arts plastique dans un collège au Pays Basque. Elle est introvertie, très timide et renfermée sur elle-même. Sa vie tourne autour de son père, le seul membre de sa famille qui lui reste mais malheureusement il est atteint de la maladie d'Alzheimer et même lui elle est en train de le perdre peu à peu...",5.0
Jamais je ne t'oublierai,Marjolaine Solaro,"Elisabeth est sage-femme et elle adore son métier. Alors qu'elle devrait être de repos, on l'appelle pour faire une garde. Celle-ci accepte et est finalement heureuse de découvrir qu'elle va accoucher sa collègue et amie, Charlie.",5.0
